id,category,Top 1,Top 2,Top 3,Top 4,Top 5
2c05db9ff1abbcfc4bfd50dd003aac80,Pants,a067a7cc587e74f7662d7652f539c6aa,bde358c13a29b3020df9fe38af3d9297,e2f557edec9e29a9f3ec3b856a38ed9d,2a4e770ff67e0a8332aaf975f8c17933,25da029ed8fa7799fc80e22a51dc503f
17577154cfadd83e63d9d496b898e46b,Pants,0a6a57db3cd8c382ad513d8c5e4dd0c5,11b3f94e706c72a45b14f4a9f114a9e0,c341a150397ddc8a8ef1ea40bee5fd1e,dff3bd903f41f4b3805f4f1f56f1b2ae,c8a34ab2c2234a9031391b03792b815c
59cc43aadab922224474cd44dff0d8d5,Pants,1dbcf70a9b155b34411cb767fed8f2fc,9f4ad32f37272c9d8d07729207568252,e4cfdd6c593bc9d00138c16b80797975,e68c74fc8d43070d76f2495257700226,b3114942e4545f2770b6c301be94916a
7d010f192e6c53c8bb8d154c9bc86645,Pants,585bbd5c734b54fdd24c98dade4cde2d,07459b891a3a9f6e408defa6e121445d,77239ccd9f12db78b5f23245f2e4d3fb,b9ceeed9d10cad785f5c88e577ce7c7c,ba9f4aa99a8161d9441b641b2cb408f6
f62a49fa8e05253566220d437a147383,Pants,1e5c77fd42c1fe30fdd80f9f86f69471,c8060e4c4d921e0c7a305316111b69db,1221a5a9787682771cc2427cd212e101,2ccd70546906868f24374e9ba852a2c3,4347a10b65c68a1adf02b25405158c52
41fad8aa0edefafd836fba9c2f210a88,Pants,c5511a0e167340c86bd26977d5fb1540,2c8e2f278168c57808eab54b51d688b1,a5f5e9944f2840bf6e6eebf14943c2e2,79a246e7d581578bc5847a5ae9c8cc01,52f8942e37adccde1f1b8d7e92c09f2c
709db231a35c2d844ad21d41c57514ca,Pants,0a8a05935be90170917d4f6bf4e87608,800fdc93549866595e2e1a42c1ee6916,6c928e6fdd47fe89db4f739718a1d502,df18fc705f6a8810e8493f8f859ea62d,c669d8f930edc216ec5de08f00e454da
df15871cb561b824d753d7e0007dd1a4,Pants,0dac9aeb451af0184357e15f7590bfd1,80ea7181675a8afb819bb8a991f48352,bba1469b6133758b2a1f4632b65eb4c9,9e2b32464cb585caa79222cec4cba0fe,ece5e1d7716bed6c95a65432930ec406
1fc06be76913ca1f6b2b7a41cdfa6565,Pants,744672fc50dd0550bff8d0d52c70b440,2254b84ddbf1fe232b19ad7a443bd71f,e1eab6ea6e29bd0b9c159a1d17e28c3a,4240bcc3567cd53821f20ee337ffc888,b386ad774e1baded3e6983cc510af91a
0053628e272701f86b084298f3423b96,Pants,dbdb77544f91124d8f34935b2a3fcd41,f4a86deb79d48148aaa8d09eec1b88d4,ef4d4a9380febb18f795f1ca63170ea1,35e357540a1018fbc697c039a0c1ca1d,35f0b0ef9248ae96e6af10d1d216d756
087325be06ed704387acfc5e00bd95f8,Pants,f27e9f31bf9a81d352d82c9903504622,4a9ee131faf3905e11ca7a399c7a4c54,ea891518c254b86ca3e4cf0f7fcfca21,e68c74fc8d43070d76f2495257700226,bf8a90a82a86849f0524461f310b7a5e
0773b40bff16ea6ecc0b12b8cba21e89,Pants,2484805014941c576347c3c5d0effc86,7e05dcef63e3fadd5448eb278368543f,285d32d77972b02be160e275ca6efee6,52cd313ea341112dece631b34617a8db,b57652912e88dc00e9996d01d5e138d3
922e6c341a501858516f28b44bb8277f,Pants,abbec2b62d712c950686bb1b1eb37a89,7f86c742c00b5b2b1b953905ebb2a05d,16ed3195f95bb16a6555abb515d0c887,fe93c141e722aa1fd1f56d6f65f03807,75e20795a11677a3c598cb7a19090795
c6026693e0e20192b8b560b84c4f6c07,Pants,b4f98140a7fb0b72eb4aedb2c8d3aa65,6d31071917eca6ef190a834e3091dd5b,340581c87900763169c18b2749206a30,d54fc4da47daa82fffca3c581b0f4ec6,85a45b1925c70b97514c52b450ab23c1
7b14aca15fb30c9b118f2095ad60a1f9,Pants,1b268a7361abc4c20bfcee3f5cee48f7,c27ce4886fbfb97d6c21c29e63a9b116,d8fd8a2b28ba5e7b9fb66f09f86bb12d,56edbc6dafdddf57a396e8cadd191ed6,830b283bc527b7f5109a011405516d94
67772bac3d11c31dd80f354a1d6cd03b,Pants,5ef845c2a52d81731ab37a05e5d13e7c,d158c8e39e3d7223bef37e68c9552790,02a7c742acbf8280ff17ef3491def54a,d4a8e14aabb7fc560a9b8dd26f47a514,34bbf2681f85f1c3c8fd5c0b78af7e03
0d639a2b6d1180a7976bc1fd1e45e737,Pants,efbc9d087b1c7050a7a2a49634a821f1,935b64f6029366eb3aea62b1be9b17a0,c3963ac118d2a63f44720943d6044ab9,2fa3d10a5102e9573ddc8947df34f4f0,0bde39cc5b59627f4604621b06407792
c4e05c1c49e380f373f1fdb119008464,Pants,0b8a952df10e3e83fb579a2c8d031393,457bcf75c518aa6ee7ad4467c2aa0443,e8eeb45b74ab91d021cfbacae011092b,2cec8b4cd448bdd65409cc83a821699f,c15e1781a2a9b6288e53acbe95de72db
e8797794849af821aab3f7e6aa640f63,Pants,8def0ca87f003120aef9f042751fbe0e,2bbac153ec444bd28a36126202457a36,ef56c864f1f5e9deae934e8468cd9397,935b64f6029366eb3aea62b1be9b17a0,513e1dd53f3b0c067302afc8b1c0c2c7
7cf93d0c7c052177ed51f3cadd660a5d,Pants,9bd40d8a90b3d1f646ef98a809fc84a8,5d90a1da97f574173be24d2cb4bff7de,28ac549682ff212fef934f50fe6c3c58,0c2cf30c206ffbcec1dc9ae637371b9d,09cb8dca267038eaab046bb4be2665c8
9257806bacdeb983e7dcddfb648e35c4,Pants,c6e3b33a5743ee20de77fb953a0b88d6,cfbfa692fb2300189221df672d68d4f6,8293d88dca745989ea549981509db995,9b5a8f2c855f78bfe8c20ac44e68dc81,4fcb13bbca56cf7ac23bcc39d91afe82
0679b1ad95e1402cd4537276284998d4,Pants,df123b59614406af86ec3430f8032c33,ff36f586c9eb5f4b62da8f260472f66f,cd005f66451df4a1737f91b09e186e01,02302e682362d210c890a48f585c62ce,ac918697a6765c31873857d2a80cb1b0
4c20406c807f269c1e81d2f9b78950e7,Pants,12b5b4b42c26c8ed8e3757d9fdc413f9,3f813067fa2543619d7dd65235921717,181b39a8620716f463102d66749344e9,deb9bb32179bac4af9546a81a4815b23,5357ec2b9f7aeba1944ad6a5b6975323
bb7857474443feaba582e9c207b416e2,Pants,62b18167cab6d83d0064e7837c4d029e,68a156019bf55b361113a643c5f4a5de,718f5b1dd9639884841577a2e523b653,3877859d3adef63af7e13e21ad1e316a,6eed18603d0c22a1ec734f4e21a5d0e9
d522c3b187594ce83813cf6bd1f21191,Pants,8c3cc1831db7c489c707ae9b057b733b,56edbc6dafdddf57a396e8cadd191ed6,1917332128018965b244a6eeaf236663,1d8a1aff6f0212ef4d86537210e62933,dbfd8a8e97b619918bfd13d2d1c85264
1812570d7bbab8d9166fe3ac70988421,Pants,0c2cf30c206ffbcec1dc9ae637371b9d,8ecb40a12f5c95215ef1ae134f3cbfc2,7ab3b15326f64d12723f9f3f1e55350c,5d90a1da97f574173be24d2cb4bff7de,2afc95910f333ea198826e0311bc70c5
08ed1eaac24dfb197c0ab041ccfc0e04,Pants,a7d41113cd78ab9777e349db6c7e3860,e0b14e58741973d1b4996f82f968d632,e57d7e57073aa5027b3a6b381ea1b865,d923542e352ccf942b92e20018e068e3,0857808f96c0bff7033db7435932d112
943d729b38a45534151ad7466165266b,Pants,30764df0f5fcd7c3cb2d0f907485e827,5ef15b38237c9e7f4ab9b231c571a9ff,4b9695cc3bc6bb759aabec130b33b78f,d1522ce10c44b30b3f4b94428c8acf30,431b6ebd23303c05599daec36cb23691
9e03f13a836ea53e7d429119d76bd600,Pants,f72d7e65ef3c801c33a0ef1f9e02bf04,983b48c9ca1c1f9741683ed78a5cc5d2,58bb243a8be5e20332f447c9dae03730,36e5c2b64bfb7a38aff68d08f45344f1,8293d88dca745989ea549981509db995
a66d38fb3248e490e87ce23e75d56ba8,Pants,1cfbdfd53d0096d37211ae95d6c8193c,f1546b870df462ec3d5261ec85b468ef,8133721da90d51d0a57d34c208e443d4,f9e5eaf6612c5490e08aa045b08251fb,61c0c17945f4e3aefb928191e4df0efc
230b305c8aabdbd3d486beba87426b0f,Pants,94975487a2e962b6439d7dff99a54863,35f3e370e1351b3f234e2dc975d1472c,bef463dc48d0853390536407b7653b74,83e6186a118eca750c270b9cae7b88bb,01dc50af6c68606c7198090ae22ccfa9
16e0d6ae4c6f16bb10d2783ad07371c6,Pants,eb11450d003fda7d49f4946557c19c55,e011412cdae3429d92ea74eecfde89f9,9bccfa456da6b44566edc52cf35688bd,3993075180c707d960ca306cab61e305,e236da0eb4d645d4810dd85a9988ba1d
32d42742055468dd106709b411bd554e,Pants,a763152811112336b47de4de2adb7b7f,16219513d2dfe2032ba38f241b85bd86,0c75aa3937028bda7d30b186f88ecb00,5a5a78e77478f4a1653a55cf4cb789fd,2bb4a68aa9b30262fcdc4d43bb723a99
34bbf2681f85f1c3c8fd5c0b78af7e03,Pants,2e07496b7224d6630a6c688576f570da,0888860ccbfd77caf79963290ed42751,0a3ffc2e01c87b62ed75191c27313dd5,67772bac3d11c31dd80f354a1d6cd03b,fbdcf770c503b8f329f15d981fdb95e8
956befb5064bcf02cd9a7e55b2eabba3,Pants,9cefc0ec77089845f9a7a8a3af089536,f87ead7a04a440104fce54d1a770f51b,8cc9fe2ab0f3688164a307545ff05e1c,91d7a79aac6b31f2b301790e43396d1d,3ccbab0b189bb1b6b909fc07a03852b7
e88f5dcc29843e229c3f31098359a166,Pants,fb847cbfeab3480bb6d8e8adc25bb5b6,9172f2932d1aaae390ade4e4e378d916,dcbfc8e63a377167c3c3045af3e149e8,03ed9ea787c26644c6d784fa535966e6,449d3e786902ac9900e7897fcc58cf90
c669fa0510a181d3665a05ffb8018af3,Pants,ca7316cb459fdc84c240dc9e560d9334,5566aad8f2189f702898394c7ac331ca,88474a51013ee9db91bc2cf3453b7656,2af32fc8e410bf6ce8315df790337994,03995f4d02348f0b43151f5a1bb88915
df3eeb8e2539310d66ae093a39ec0ff2,Pants,a35c90143eb77ed23549d904af51e5ac,64a625a91d4e64f7a0a83934ac1328bf,4c16d49ff4e7563ece5caed98ad36337,ef4d4a9380febb18f795f1ca63170ea1,3114c34a9c6022435017a16433928e5b
7f8f949ce8414ea8baad0bbd4c904bfa,Pants,1cdb6935b89f77fa980e0dfaffbf88f0,1d9a1fe1e9459686f09cd28c8782a8f1,df42166e6a339e13e6d2555ca8b4e571,65621611846d488ea744e21677bdf326,8f2ec88d74f7c8c1aa71f3dc2b79bfdf
26db72c3b304e8fa2eee7a429c48898c,Pants,0c00c6897fe863a1ad56d0af0de371b8,adc9ef1e17b469c7e04478911905349d,c7c61fbedd3d8fc5ff808cb679e0951c,06a1be9ab2140844793c844d8db23ed5,39d70de48b94118695fd40c38f610a41
44064df6c1eb0ff38d141c3f8e5be932,Pants,78608fc92a7f7eef6d2e5a552e19d995,a77fc1135cd389f7dcabeb56be4a0499,5764a1f760ebc045b432fc695d6f52ed,cd9fbec95df918afabf2e9f9d6b0a116,bea000f8653a3d4eacb1a80a91f494dc
7de48f2c7b8e03ff6a30cc83e4b2b427,Pants,3552094210b742789c7de41a3abcf1e0,485ae72a8fa28e8f8b2dcc5244d5e79d,02302e682362d210c890a48f585c62ce,8a782d4a379284b1a79d5bbad956b4a7,ca34cac94b3c871dcd61862808a2fc1d
aa71892a66cece42cf5ef8f29629e010,Pants,1f8297fbf4722b92b255200bb84c722d,51b04e924ce9479c0b4c081978b2a5cb,c3963ac118d2a63f44720943d6044ab9,c663860435691d1e506bb048db3fe262,24149962afbc8afefe175e631f83e931
0915343dcd2ed5309d672fadcddf32e3,Pants,607215e70bf44a0cfb688cbff07c75e7,1dfe453f3ed052b1cd6906ce083de02c,a114921fe8a90714fb801cecc99d3a7a,6f284c6b8cc5462c0af610fdb0202006,ef031172c4223305b882691a9a09859c
e29c85e02d3e53fed9a00694b63e5996,Pants,78453cb0e697c782806f1a80c25e15a2,186fcc7348acfa6baccc86dfd1a08c29,3193318cb9539626f86593ea825d93f3,dd6b2586132b7f23e4b28a1290abe55c,dcd850adb5de567166663f34cdc5e3b9
70c5fe618b43b4f1b54e818ef8128d33,Pants,7bf5791441aa6b1f2475eb7f75865b8d,6a84c7711b7fde92c50b345ddcd5cc49,2e60d9610805e966ff932211dcf0c768,1c3990828acdc8668ec207abcef568dd,4ca65f4e680e541cc279b4d360793cb5
e2145023973d184c2537d3918013869f,Pants,af020089727696300eaae4c584ddd707,651a5686728d66e32e9f3bb3578a70fd,c99ba3d9c97f8ed861a0e4349073b737,b981b52852e2a7b110f0927a1fd1d475,0ca386e0ccec9ecf17637d2df635f52a
930fa87eee2713b8e428ee083bf6e9c1,Pants,96720f5da07fc9ff34d38eef53bd059d,add9c77f49efd7ded57ec9fc64f7cd9f,c7c61fbedd3d8fc5ff808cb679e0951c,52fd98d8b9ee903a6306ccb0be7984f6,bf50a57bba953259b8db11d8282d9ca3
cdc28b2b77fb9dac5210ba506c992a45,Pants,69155274005cb3b1a3168a79431b38a7,3465a950b80a5071d64b4b6838b5101d,620725d6ec04e4d540b6bf94f14e4fd5,ec641129c71539a2712053a42c07c507,55ced00e7eb3a503d175fb95db6fb2ae
687cf5b5a8cfa668579b0c1a1c18558d,Pants,55ced00e7eb3a503d175fb95db6fb2ae,a2f97e65b9c94d738582aab8e529ea00,a067a7cc587e74f7662d7652f539c6aa,2a90a7bc3a9a9561fdc130b12c4c4be4,1082f57ea883de8e7c0e9955e25227f3
4f60c0feaccc8187954eedfe36e3ebb7,Pants,140374778cb40f7e16acc436b613b0a4,49be60838b7a8135b2d70c12204d8cfa,e0d7b3238e093068e4eff49a783c9f63,87f552c9965ff48753b8bec9e2b896ce,6613a4ca1733bdfc8e85f4e21f94c8fb
349ae484e07964d8376e10b11a808d00,Pants,1af9062f8b2eb8f06a8a83453e95fc5b,01c83ea41fe20e4644c3fad4f6865887,e2b3aaa88b449b713ac22f4de90629d2,1664d8788880acd2ce6e285de8bcb66b,87333e73499dbf8da3826abdc37fbb6c
c341a150397ddc8a8ef1ea40bee5fd1e,Pants,40650e2387200438e749bc83523b4e9f,7e05dcef63e3fadd5448eb278368543f,96919c5b483bf27252435177d2b0f664,91433c5c38c63c0345cc0bc685c205a3,97ab63067a17c6b82883f159a296b4b9
989de53c961dffc4136e161c8ec0a4ed,Pants,acb6ae66f11374be4829fc9f4197b878,71c83a4429231e028d8cb0671d78ad10,0bde39cc5b59627f4604621b06407792,47557bba9996bee6dd68a581e21f9e4d,69a5a2e4e167e6df02c7555dbf1ea460
a2d631f291cb32153a31d74c40342a68,Pants,36130f25cd7d34817c57d1a7e69f57dd,cc3b93de162e51f6ba97611055c6a9c1,df3eeb8e2539310d66ae093a39ec0ff2,3d0768ff5c1ef73fd386aa59320d03a4,228ea8ae645cd6447e10b3117a1aac91
e142408169a48f8c8411cca7f8af817a,Pants,e6d6a2e24c21e0459f29489e3ec12002,ec641129c71539a2712053a42c07c507,5047d85f24bfb90f806fd4d13817c9d7,1d3ff7451f081820912fa3343bbe0582,afcdd6083f2ee353455202b6f3e52884
aadaaf519c5c3ec95f9d892a7db96978,Pants,8bc669f2aaf237e07501c5a638acd9d9,47c2e7793f5bff706403fe1b8acde39e,a13724011f03cb029115d1fb6e53877c,c46c624d6cf3b1b660ff8917fee55975,e6df5019aed478112c7bc9a126be0fed
83288135ea4154e3743450cba07bef7e,Pants,9896acf84ed8008805780dbb2b811f9f,c1e5edb7e648f28d54ebfaf8c8f1a49e,24534eaee7aa9bd779e8e2c2843839ab,a5014abfc774245f3946725419feacad,6b0ae9ccb9b5920317929678cc3ffd02
638227e4405938cc6c4bba3ba91447ff,Pants,769adf3e879083936f1e41c168f6205d,584042e2ad319cbd1925da847f86793c,1c70f414b4d38a5dc738b730fc31bb58,ac4d44828c6a1e31a89b5b15c371bab4,9670b64916fcc4268d40d0cb94f0e655
ca9c05b06ecd8586765ae5d2d81a5b37,Pants,382ee9c08e2b3543d278f419efa34afc,293b3ba53000bf8d47e6b55dc717d6f8,56b103590b4cc39e7d91301e8c634857,f87a05b42e3aa66f221446347410a9fb,572cf1f2cdf3cc6370a3a92407a1fc0c
2c5045168cbf9cd8541ab1c94f2d221c,Pants,465bf20d1d1ba250dc8ed7ee85670333,4a192bd137e79c341671a9b614681c26,3c541680af6a0760b0937b4de6bbafb2,0afc7d2211beff23fc8ebac267177248,c66fb59280e4468e2f0d7d05c6e4cada
513e1dd53f3b0c067302afc8b1c0c2c7,Pants,2de1a8ab7506788409a0e4d7ebaf87d5,cfacc6090f3e34325e21754740a51e0c,eabc6da20589330ea6165d7fac3ac7a1,a2bfd748a36216c91f479ca019d58ac0,96b767fee966de1d6db0da1d0fd8b413
7542f06f47df3781c2c505548835bce5,Pants,79bea32713b13c69bb75e2faa4197932,43a951d89cd00fcbd4c984b823b856b6,ac9aff73cdc0b045318fba2374f3c336,b43f5cc54110e23a46018e53cd0f2bb1,a0975bca7cc446139724358fb3e53bbd
9197c8b70a785216a4f6af7c156f8a1c,Pants,5f4870f08aea65be36607c79507c4d3b,16ed3195f95bb16a6555abb515d0c887,a708f10ea844162ac6a78e6aca3e051c,abbec2b62d712c950686bb1b1eb37a89,862a5c1ab74c6a138975137b87a2b58a
ddcd673d4a45e9211ef490890607db22,Pants,e3d4211d01270e9990ab0a782d22600d,3d16f58a5f8f8cb31388d201287e638c,0d0ae93bf08e1e5ac1cd85ecdfc87e3c,c2f3e0d72d9e62bea35e136aa7ec319e,16a4d1b215fcef5b605789d62e84d86f
f2ffb824b4d530632ee430407dbbf1d3,Pants,e7c00bf115e25682372441bc628e7c5e,e0b1c3c20825069f6f6d68e955211d0c,8237bdc4e101ce5648148c1aab16d3c7,e586f5317798aaff0582eefdcf82ba5c,80579b359b1ab8a9b4359540f4683f22
0a3ffc2e01c87b62ed75191c27313dd5,Pants,e889c501eb7883ae8524923292c3e94d,3ba8d8943887d535c28e4eb46a3d388e,3f1f7c14600c548a90a6f04d4c734dd8,cc208be40ac9d523a32658e904be7524,2e5de18c3229801df0ac0780d4c8fa1f
992455837e140ae093c87ef44f403d94,Pants,a8864e2797f58108f1edbd7d68a52d72,1a69523fe691628cd745427b314606bd,46a2161fdc4f68c768ffcb38cf413a4d,03aa99ff094b99c491e5422ab13a193d,272fd242452f1d7fa74d94791a6c515d
c2c8c6bdc738161d7b5f177a30e30116,Pants,0700e06fef13bb681137f97f4e322d4a,9670b64916fcc4268d40d0cb94f0e655,2bd08b53d2886fffb1c5d469af3dcadf,e22c792dd137cf4a691eb5b00653d535,321bdc8a8835feec813e561232aade20
142eccdc3c09258ae6e0bb8d99796d4c,Pants,f5cb453db7d738da4e0236beefffab2d,3b5985a407d1bcf6f1af46c29479ca4b,b6de9000ddb5c3af59ef43ac409effb6,973fa22361e6284fe9dd292ae1391b61,402ba5d035a91342f8b78028da37eb97
30764df0f5fcd7c3cb2d0f907485e827,Pants,ba2903b3588d85146239fa8f0194b8d2,bf48a20427eb980d885a637c51002469,943d729b38a45534151ad7466165266b,5fc68e01783edfbdd1dd2fcfe6e8ce8c,eb932b817e383cd783125b5f58979050
77183e2cb4334f931f946f55ebcb1037,Pants,98cbf2ab353505b2a551292d3647814d,0a3bb644876c55136401bae9734bd694,787693bd80f6e979fef1ba6230c87346,51b04e924ce9479c0b4c081978b2a5cb,26c8aa4dbb66f9e32ca6c4bb6c680eab
dab9a45a9839bd00af4c1bcf4693de52,Pants,d923542e352ccf942b92e20018e068e3,1f6169378521b44aeb7fdfc1bf830705,1b8d2b704a7bb1e60a0d2d0721389844,8f0b63f47fb4f6c5064dcf46c16f1d21,a4509138f6db8da9544a61fd8ca5deca
6d37ac13b458a7d7a8aade08c258d7ec,Pants,c522dcb36e1833bf2051d39e9f42d305,14ecf48f07c7a8c9aa66a169aacd4394,ce9dc74aec24fd8d3f73dc41080f10a4,62440aa1e7f066cdeaec71558bcdabe6,cc2f651709e89618975086bd5d8fcd2a
81c7e1c49ea9acde2b9d8fcc5c088a17,Pants,46e2823d60e83a5719d7bce86a1f9777,0229b398aa517b8a33863550dda13d4c,ff70d5d99896a0893375343f24b03e99,5629584a9904300b5508358c3e9509e0,0e02a6b275f00ae6350ff5b464e406a8
